Variable,Value
curve_4,0.3
curve_4,0.2
curve_4,0.3
curve_4,0.3
curve_4,0.4
curve_4,0.3
curve_4,0.4
curve_4,0.3
curve_4,0.4
curve_4,0.2
curve_4,0.3
curve_4,0.4
curve_4,0.3
curve_4,0.3
curve_4,0.3
curve_4,0.3
curve_4,0.3
curve_4,0.4
curve_4,0.3
curve_4,0.5
curve_4,0.4
curve_4,0.5
curve_4,0.5
curve_4,0.5
curve_4,0.5
curve_4,0.5
curve_4,0.6
curve_4,0.5
curve_4,0.6
curve_4,0.7
curve_4,0.7
curve_4,0.8
curve_4,0.7
curve_4,0.8
curve_4,0.9
curve_4,0.9
curve_4,0.8
curve_4,1.0
curve_4,0.9
curve_4,0.9
curve_4,0.9
curve_4,0.9
curve_4,1.7
curve_4,2.0
curve_4,1.4
curve_4,0.6
curve_4,0.7
curve_4,1.1
curve_4,0.8
curve_4,1.0
curve_4,0.9
curve_4,1.0
curve_4,0.8
curve_4,0.9
curve_4,1.0
curve_4,0.8
curve_4,0.8
curve_4,0.5
curve_4,0.8
curve_4,0.8
curve_4,1.1
curve_4,0.8
curve_4,0.8
curve_4,0.8
curve_4,0.9
curve_4,1.3
curve_4,1.0
curve_4,0.8
curve_4,0.7
curve_4,0.9
curve_4,1.0
curve_4,0.9
curve_4,0.9
curve_4,1.1
curve_4,0.8
curve_4,0.9
curve_4,0.7
curve_4,0.8
curve_4,0.9
curve_4,0.8
curve_4,0.7
curve_4,0.6
curve_4,1.1
curve_4,1.1
curve_4,1.2
curve_4,0.8
curve_4,0.8
curve_4,1.1
curve_4,1.0
curve_4,0.8
curve_4,0.9
curve_4,0.9
curve_4,0.8
curve_4,0.8
curve_4,0.6
curve_4,0.9
curve_4,1.1
curve_4,0.8
curve_4,0.6
curve_4,0.5
curve_4,0.7
curve_4,0.9
curve_4,1.1
curve_4,1.0
curve_4,1.1
curve_4,0.8
curve_4,0.8
curve_4,1.0
curve_4,0.8
curve_4,0.8
curve_4,0.8
curve_4,0.8
curve_4,0.7
curve_4,0.8
curve_4,0.8
curve_4,0.6
curve_4,0.7
curve_4,0.7
curve_4,0.9
curve_4,0.9
curve_4,0.8
curve_4,1.1
curve_4,1.0
curve_4,1.1
curve_4,1.1
curve_4,1.0
curve_4,0.9
curve_4,0.5
curve_4,0.7
curve_4,0.7
curve_4,0.7
curve_4,1.0
curve_4,0.7
curve_4,0.8
curve_4,0.6
curve_4,0.7
curve_4,0.9
curve_4,1.1
curve_4,0.9
curve_4,1.0
curve_4,1.1
curve_4,1.2
curve_4,1.1
curve_4,1.0
curve_4,1.1
curve_4,0.4
curve_4,0.8
curve_4,0.8
curve_4,1.1
curve_4,1.2
curve_4,1.2
curve_4,1.0
curve_4,0.8
curve_4,0.9
curve_4,0.8
curve_4,0.7
curve_4,0.7
curve_4,0.6
curve_4,0.7
curve_4,0.7
curve_4,0.9
curve_4,0.8
curve_4,1.3
curve_4,1.2
curve_4,1.2
curve_4,0.8
curve_4,0.8
curve_4,1.0
curve_4,0.8
curve_4,1.0
curve_4,0.8
curve_4,1.0
curve_4,0.9
curve_4,1.1
curve_4,1.1
curve_4,0.8
curve_4,1.1
curve_4,0.8
curve_4,0.9
curve_4,0.8
curve_4,0.6
curve_4,0.8
curve_4,0.7
curve_4,0.6
curve_4,0.6
curve_4,0.9
curve_4,0.9
curve_4,1.0
curve_4,0.8
curve_4,0.6
curve_4,0.5
curve_4,0.6
curve_4,0.8
curve_4,0.8
curve_4,0.7
curve_4,0.6
curve_4,0.9
curve_4,1.1
curve_4,1.3
curve_4,1.0
curve_4,0.9
curve_4,0.8
curve_4,1.1
curve_4,0.9
curve_4,0.8
curve_4,0.8
curve_4,0.8
curve_4,0.8
curve_4,0.9
curve_4,1.3
curve_4,0.8
curve_4,0.9
curve_4,0.8
curve_4,0.9
curve_4,0.6
curve_4,0.9
curve_4,0.8
curve_4,0.8
curve_4,0.6
curve_4,0.8
curve_4,1.1
curve_4,0.9
curve_4,0.9
curve_4,0.8
curve_4,0.8
curve_4,0.6
curve_4,0.8
curve_4,0.7
curve_4,0.7
curve_4,0.9
curve_4,0.8
curve_4,0.9
curve_4,1.1
curve_4,0.9
curve_4,1.2
curve_4,0.8
curve_4,0.9
curve_4,1.0
curve_4,0.9
curve_4,0.8
curve_4,0.8
curve_4,0.9
curve_4,0.8
curve_4,0.9
curve_4,0.8
curve_4,0.9
curve_4,1.0
curve_4,0.8
curve_4,0.8
curve_4,0.8
curve_4,0.9
curve_4,0.8
curve_4,0.8
curve_4,0.7
curve_4,0.8
curve_4,1.0
curve_4,0.8
curve_4,1.1
curve_4,0.8
curve_4,0.8
curve_4,0.8
curve_4,0.6
curve_4,0.7
curve_4,0.8
curve_4,0.8
curve_4,0.8
curve_4,1.0
curve_4,1.1
curve_4,1.3
curve_4,1.3
curve_4,0.8
curve_4,1.0
curve_4,0.8
curve_4,0.9
curve_4,1.0
curve_4,0.9
curve_4,1.0
curve_4,0.8
curve_4,1.1
curve_4,1.2
curve_4,0.9
curve_4,1.0
curve_4,0.8
curve_4,0.8
curve_4,0.6
curve_4,0.8
curve_4,0.8
curve_4,0.9
curve_4,0.8
curve_4,0.8
curve_4,1.2
curve_4,1.1
curve_4,0.9
curve_4,0.8
curve_4,0.8
curve_4,0.6
curve_4,0.8
curve_4,0.7
curve_4,0.8
curve_4,0.7
curve_4,0.8
curve_4,1.1
curve_4,1.0
curve_4,1.1
curve_4,1.1
curve_4,0.8
curve_4,1.1
curve_4,0.9
curve_4,1.0
curve_4,0.8
curve_4,0.8
curve_4,0.9
curve_4,0.9
curve_4,0.9
curve_4,0.9
curve_4,0.9
curve_4,1.1
curve_4,0.8
curve_4,0.8
curve_4,0.9
curve_4,0.8
curve_4,0.8
curve_4,0.8
curve_4,0.7
curve_4,0.8
curve_4,1.1
curve_4,0.9
curve_4,0.8
curve_4,0.6
curve_4,0.7
curve_4,0.5
curve_4,0.7
curve_4,0.6
curve_4,0.8
curve_4,0.8
curve_4,0.8
curve_4,1.3
curve_4,0.8
curve_4,1.1
curve_4,1.0
curve_4,1.0
curve_4,0.8
curve_4,1.0
curve_4,0.8
curve_4,0.7
curve_4,0.9
curve_4,0.9
curve_4,0.9
curve_4,0.9
curve_4,1.1
curve_4,0.9
curve_4,0.9
curve_4,1.0
curve_4,0.6
curve_4,0.6
curve_4,0.6
curve_4,0.8
curve_4,0.9
curve_4,0.6
curve_4,0.8
curve_4,0.9
curve_4,1.0
curve_4,0.8
curve_4,0.6
curve_4,0.5
curve_4,0.6
curve_4,0.8
curve_4,0.6
curve_4,0.8
curve_4,0.8
curve_4,0.7
curve_4,1.2
curve_4,1.0
curve_4,1.3
curve_4,1.0
curve_4,1.0
curve_4,1.0
curve_4,0.9
curve_4,0.9
curve_4,0.8
curve_4,0.9
curve_4,0.7
curve_4,1.2
curve_4,0.8
curve_4,1.1
curve_4,1.0
curve_4,0.8
curve_4,0.8
curve_4,0.8
curve_4,0.7
curve_4,0.8
curve_4,0.8
curve_4,0.8
curve_4,0.8
curve_4,1.0
curve_4,1.1
curve_4,0.9
curve_4,0.7
curve_4,0.9
curve_4,0.7
curve_4,0.7
curve_4,0.8
curve_4,0.8
curve_4,1.0
curve_4,0.5
curve_4,0.8
curve_4,1.1
curve_4,1.2
curve_4,1.3
curve_4,1.0
curve_4,0.9
curve_4,1.2
curve_4,1.1
curve_4,0.9
curve_4,0.9
curve_4,1.1
curve_4,0.9
curve_4,1.3
curve_4,1.1
curve_4,1.1
curve_4,1.1
curve_4,1.1
curve_4,0.8
curve_4,0.6
curve_4,0.8
curve_4,0.8
curve_4,1.0
curve_4,0.6
curve_4,0.9
curve_4,1.1
curve_4,1.1
curve_4,1.0
curve_4,0.8
curve_4,0.8
curve_4,0.8
curve_4,0.8
curve_4,0.8
curve_4,0.8
curve_4,0.8
curve_4,0.8
curve_4,0.9
curve_4,1.1
curve_4,1.3
curve_4,1.1
curve_4,0.8
curve_4,-0.2
curve_5,2.4
curve_5,2.0
curve_5,2.3
curve_5,2.4
curve_5,2.1
curve_5,2.2
curve_5,2.3
curve_5,2.2
curve_5,2.2
curve_5,2.3
curve_5,2.1
curve_5,2.4
curve_5,2.5
curve_5,2.3
curve_5,2.2
curve_5,2.5
curve_5,2.3
curve_5,2.5
curve_5,2.6
curve_5,2.3
curve_5,2.5
curve_5,2.7
curve_5,2.7
curve_5,2.5
curve_5,2.7
curve_5,2.3
curve_5,2.8
curve_5,2.7
curve_5,3.1
curve_5,2.7
curve_5,2.5
curve_5,2.7
curve_5,3.1
curve_5,2.9
curve_5,3.2
curve_5,3.2
curve_5,2.9
curve_5,3.1
curve_5,3.2
curve_5,2.8
curve_5,2.8
curve_5,3.2
curve_5,2.8
curve_5,2.7
curve_5,3.2
curve_5,2.7
curve_5,2.7
curve_5,3.0
curve_5,2.7
curve_5,2.6
curve_5,2.5
curve_5,2.5
curve_5,2.3
curve_5,2.6
curve_5,2.1
curve_5,2.0
curve_5,2.5
curve_5,2.3
curve_5,2.1
curve_5,2.0
curve_5,2.0
curve_5,2.0
curve_5,2.2
curve_5,2.3
curve_5,2.1
curve_5,2.5
curve_5,2.5
curve_5,2.2
curve_5,2.2
curve_5,2.2
curve_5,2.1
curve_5,2.0
curve_5,1.9
curve_5,2.5
curve_5,2.1
curve_5,1.8
curve_5,2.2
curve_5,2.0
curve_5,2.0
curve_5,2.0
curve_5,2.1
curve_5,2.0
curve_5,2.2
curve_5,2.1
curve_5,1.9
curve_5,2.5
curve_5,2.0
curve_5,2.1
curve_5,2.2
curve_5,2.3
curve_5,2.0
curve_5,2.2
curve_5,2.2
curve_5,2.1
curve_5,2.2
curve_5,2.3
curve_5,2.0
curve_5,2.5
curve_5,2.7
curve_5,2.2
curve_5,2.6
curve_5,2.5
curve_5,2.8
curve_5,3.1
curve_5,2.6
curve_5,2.8
curve_5,3.2
curve_5,3.0
curve_5,2.7
curve_5,2.8
curve_5,2.9
curve_5,2.7
curve_5,2.7
curve_5,2.8
curve_5,2.7
curve_5,2.7
curve_5,2.6
curve_5,2.7
curve_5,2.5
curve_5,2.7
curve_5,2.3
curve_5,2.4
curve_5,2.3
curve_5,2.5
curve_5,2.1
curve_5,2.2
curve_5,2.3
curve_5,2.5
curve_5,2.2
curve_5,2.4
curve_5,2.5
curve_5,2.5
curve_5,2.3
curve_5,2.5
curve_5,2.0
curve_5,2.5
curve_5,2.2
curve_5,2.1
curve_5,2.3
curve_5,2.5
curve_5,2.1
curve_5,2.3
curve_5,2.5
curve_5,2.3
curve_5,2.4
curve_5,2.5
curve_5,2.2
curve_5,2.3
curve_5,2.5
curve_5,2.2
curve_5,2.2
curve_5,2.3
curve_5,2.5
curve_5,2.0
curve_5,2.5
curve_5,2.3
curve_5,2.5
curve_5,2.2
curve_5,2.1
curve_5,2.4
curve_5,2.2
curve_5,2.4
curve_5,2.5
curve_5,2.5
curve_5,2.7
curve_5,2.6
curve_5,2.5
curve_5,2.5
curve_5,3.1
curve_5,2.8
curve_5,2.8
curve_5,2.8
curve_5,3.1
curve_5,3.2
curve_5,3.2
curve_5,2.8
curve_5,3.4
curve_5,3.2
curve_5,2.7
curve_5,2.7
curve_5,3.1
curve_5,2.8
curve_5,2.5
curve_5,2.7
curve_5,2.6
curve_5,2.7
curve_5,2.5
curve_5,2.2
curve_5,2.5
curve_5,2.6
curve_5,2.1
curve_5,2.2
curve_5,2.5
curve_5,2.5
curve_5,2.2
curve_5,2.3
curve_5,2.2
curve_5,2.1
curve_5,2.4
curve_5,2.6
curve_5,2.2
curve_5,2.3
curve_5,2.2
curve_5,2.2
curve_5,2.5
curve_5,2.2
curve_5,2.4
curve_5,2.0
curve_5,2.0
curve_5,2.5
curve_5,2.3
curve_5,2.2
curve_5,2.3
curve_5,2.5
curve_5,2.3
curve_5,2.3
curve_5,2.2
curve_5,2.1
curve_5,2.1
curve_5,2.2
curve_5,2.0
curve_5,2.0
curve_5,2.2
curve_5,2.1
curve_5,2.2
curve_5,2.5
curve_5,2.2
curve_5,2.7
curve_5,2.5
curve_5,2.2
curve_5,2.8
curve_5,2.5
curve_5,2.5
curve_5,2.9
curve_5,2.9
curve_5,3.0
curve_5,3.1
curve_5,3.0
curve_5,2.8
curve_5,3.2
curve_5,3.0
curve_5,2.8
curve_5,3.3
curve_5,2.9
curve_5,2.8
curve_5,3.0
curve_5,2.8
curve_5,2.7
curve_5,2.7
curve_5,2.9
curve_5,2.7
curve_5,2.5
curve_5,2.4
curve_5,2.4
curve_5,2.5
curve_5,2.5
curve_5,2.2
curve_5,2.0
curve_5,2.1
curve_5,2.2
curve_5,2.1
curve_5,1.7
curve_5,2.2
curve_5,2.3
curve_5,2.1
curve_5,2.0
curve_5,2.0
curve_5,1.8
curve_5,2.2
curve_5,2.1
curve_5,1.8
curve_5,2.1
curve_5,2.2
curve_5,1.8
curve_5,2.0
curve_5,2.2
curve_5,2.0
curve_5,2.1
curve_5,2.3
curve_5,1.9
curve_5,2.1
curve_5,2.0
curve_5,1.8
curve_5,2.0
curve_5,2.2
curve_5,1.8
curve_5,2.0
curve_5,2.0
curve_5,1.8
curve_5,2.0
curve_5,2.0
curve_5,2.2
curve_5,1.9
curve_5,2.0
curve_5,2.0
curve_5,2.2
curve_5,2.2
curve_5,2.2
curve_5,2.3
curve_5,2.5
curve_5,2.3
curve_5,2.6
curve_5,2.7
curve_5,2.6
curve_5,2.8
curve_5,2.9
curve_5,2.7
curve_5,2.7
curve_5,2.6
curve_5,3.0
curve_5,2.8
curve_5,2.5
curve_5,2.7
curve_5,2.7
curve_5,2.5
curve_5,2.5
curve_5,2.7
curve_5,2.2
curve_5,2.2
curve_5,2.3
curve_5,2.0
curve_5,2.0
curve_5,1.8
curve_5,1.8
curve_5,1.6
curve_5,1.8
curve_5,1.7
curve_5,1.6
curve_5,1.7
curve_5,1.8
curve_5,1.8
curve_5,1.8
curve_5,1.8
curve_5,1.8
curve_5,1.9
curve_5,1.8
curve_5,1.8
curve_5,2.1
curve_5,1.7
curve_5,2.0
curve_5,1.8
curve_5,1.9
curve_5,2.1
curve_5,1.9
curve_5,1.9
curve_5,2.2
curve_5,1.9
curve_5,2.0
curve_5,1.8
curve_5,2.0
curve_5,1.9
curve_5,2.0
curve_5,1.8
curve_5,1.8
curve_5,1.7
curve_5,1.8
curve_5,1.7
curve_5,1.8
curve_5,1.7
curve_5,1.5
curve_5,1.7
curve_5,1.7
curve_5,1.5
curve_5,1.9
curve_5,1.7
curve_5,1.8
curve_5,2.3
curve_5,1.8
curve_5,1.7
curve_5,2.0
curve_5,1.8
curve_5,1.5
curve_5,1.3
curve_5,1.5
curve_5,1.3
curve_5,1.3
curve_5,1.2
curve_5,1.1
curve_5,1.1
curve_5,1.3
curve_5,1.1
curve_5,1.0
curve_5,1.0
curve_5,1.1
curve_5,1.0
curve_5,1.0
curve_5,1.0
curve_5,1.0
curve_5,0.8
curve_5,0.7
curve_5,0.7
curve_5,0.6
curve_5,0.7
curve_5,0.8
curve_5,0.8
curve_5,0.7
curve_5,0.7
curve_5,0.8
curve_5,0.8
curve_5,0.8
curve_5,0.8
curve_5,0.8
curve_5,0.8
curve_5,0.7
curve_5,0.6
curve_5,0.8
curve_5,0.7
curve_5,0.6
curve_5,0.7
curve_5,0.6
curve_5,0.6
curve_5,0.7
curve_5,0.6
curve_5,0.6
curve_5,0.8
curve_5,0.8
curve_5,0.8
curve_5,0.8
curve_5,0.7
curve_5,0.8
curve_5,0.8
curve_5,0.7
curve_5,0.9
curve_5,0.7
curve_5,0.8
curve_5,0.8
curve_5,0.8
curve_5,0.8
curve_5,0.8
curve_5,0.7
curve_5,0.8
curve_5,0.8
curve_5,0.9
curve_5,0.8
curve_5,0.8
curve_5,0.9
curve_5,0.8
curve_5,0.8
curve_5,0.8
curve_5,0.8
curve_5,0.8
curve_5,0.8
curve_5,0.7
curve_5,0.8
curve_5,0.6
curve_5,0.8
curve_5,0.7
curve_5,0.6
curve_5,0.7
curve_5,0.8
curve_5,0.8
curve_5,0.8
curve_5,0.8
curve_5,0.8
curve_5,0.8
curve_5,0.8
curve_5,0.8
curve_5,0.8
curve_5,0.7
curve_5,0.6
curve_5,0.6
curve_5,0.6
curve_5,0.7
curve_5,0.7
curve_5,0.6
curve_5,0.7
curve_5,0.5
curve_5,0.6
curve_5,0.6
curve_5,0.6
curve_5,0.7
curve_5,0.6
curve_5,0.7
curve_5,0.7
curve_5,0.5
curve_5,0.5
curve_5,0.7
curve_5,0.7
curve_5,0.6
curve_5,0.7
curve_5,0.6
curve_5,0.6
curve_5,0.7
curve_5,0.7
curve_5,0.7
curve_5,0.8
curve_5,0.8
curve_5,0.6
curve_5,0.8
curve_5,0.7
curve_5,0.8
curve_5,0.8
curve_5,0.6
curve_5,0.7
curve_5,0.8
curve_5,0.9
curve_5,0.4
curve_5,0.3
curve_5,0.1
curve_5,0.1
curve_6,0.3
curve_6,0.3
curve_6,0.4
curve_6,0.2
curve_6,0.4
curve_6,0.3
curve_6,0.4
curve_6,0.3
curve_6,0.3
curve_6,0.4
curve_6,0.3
curve_6,0.4
curve_6,0.4
curve_6,0.3
curve_6,0.5
curve_6,0.3
curve_6,0.4
curve_6,0.3
curve_6,0.3
curve_6,0.3
curve_6,0.4
curve_6,0.3
curve_6,0.4
curve_6,0.3
curve_6,0.4
curve_6,0.4
curve_6,0.3
curve_6,0.3
curve_6,0.3
curve_6,0.3
curve_6,0.4
curve_6,0.5
curve_6,0.3
curve_6,0.3
curve_6,0.4
curve_6,0.4
curve_6,0.5
curve_6,0.3
curve_6,0.3
curve_6,0.3
curve_6,0.3
curve_6,0.1
curve_6,0.3
curve_6,0.1
curve_6,0.3
curve_6,0.3
curve_6,0.3
curve_6,0.4
curve_6,0.3
curve_6,0.3
curve_6,0.4
curve_6,0.4
curve_6,0.5
curve_6,0.4
curve_6,0.1
curve_6,0.3
curve_6,0.2
curve_6,0.3
curve_6,0.3
curve_6,0.3
curve_6,0.4
curve_6,0.1
curve_6,0.3
curve_6,0.3
curve_6,0.3
curve_6,0.6
curve_6,0.8
curve_6,0.5
curve_6,0.7
curve_6,0.4
curve_6,0.2
curve_6,0.2
curve_6,0.5
curve_6,0.3
curve_6,0.3
curve_6,0.3
curve_6,0.3
curve_6,0.3
curve_6,0.4
curve_6,0.4
curve_6,0.4
curve_6,0.4
curve_6,0.4
curve_6,0.4
curve_6,0.3
curve_6,0.3
curve_6,0.4
curve_6,0.4
curve_6,0.3
curve_6,0.3
curve_6,0.3
curve_6,0.3
curve_6,0.5
curve_6,0.3
curve_6,0.4
curve_6,0.4
curve_6,0.5
curve_6,0.6
curve_6,0.4
curve_6,0.4
curve_6,0.5
curve_6,0.4
curve_6,0.4
curve_6,0.4
curve_6,0.3
curve_6,0.4
curve_6,0.3
curve_6,0.4
curve_6,0.4
curve_6,0.4
curve_6,0.5
curve_6,0.3
curve_6,0.3
curve_6,0.4
curve_6,0.2
curve_6,0.3
curve_6,0.3
curve_6,0.3
curve_6,0.4
curve_6,0.4
curve_6,0.3
curve_6,0.2
curve_6,0.4
curve_6,0.7
curve_6,1.0
curve_6,1.5
curve_6,1.8
curve_6,2.5
curve_6,2.9
curve_6,2.9
curve_6,3.9
curve_6,4.1
curve_6,5.1
curve_6,5.3
curve_6,5.6
curve_6,7.1
curve_6,7.4
curve_6,8.5
curve_6,8.8
curve_6,9.0
curve_6,9.2
curve_6,7.8
curve_6,7.8
curve_6,8.1
curve_6,8.2
curve_6,7.9
curve_6,7.6
curve_6,7.4
curve_6,8.0
curve_6,8.5
curve_6,8.2
curve_6,9.2
curve_6,8.3
curve_6,10.1
curve_6,10.1
curve_6,10.2
curve_6,9.5
curve_6,10.4
curve_6,10.0
curve_6,10.5
curve_6,10.5
curve_6,10.7
curve_6,10.7
curve_6,11.5
curve_6,11.4
curve_6,11.7
curve_6,12.5
curve_6,12.9
curve_6,13.8
curve_6,13.5
curve_6,14.7
curve_6,14.1
curve_6,15.2
curve_6,15.1
curve_6,15.7
curve_6,15.5
curve_6,14.8
curve_6,14.1
curve_6,13.0
curve_6,12.9
curve_6,13.0
curve_6,13.3
curve_6,12.9
curve_6,12.7
curve_6,12.4
curve_6,12.9
curve_6,12.2
curve_6,12.2
curve_6,11.7
curve_6,12.0
curve_6,12.1
curve_6,11.8
curve_6,12.9
curve_6,12.5
curve_6,13.3
curve_6,13.0
curve_6,14.1
curve_6,13.8
curve_6,14.3
curve_6,14.9
curve_6,14.6
curve_6,15.2
curve_6,15.6
curve_6,15.6
curve_6,16.1
curve_6,17.5
curve_6,18.1
curve_6,19.0
curve_6,19.5
curve_6,20.1
curve_6,20.1
curve_6,20.1
curve_6,20.3
curve_6,20.3
curve_6,20.1
curve_6,20.2
curve_6,20.3
curve_6,20.1
curve_6,20.0
curve_6,19.5
curve_6,19.4
curve_6,19.0
curve_6,19.0
curve_6,19.0
curve_6,18.6
curve_6,18.6
curve_6,18.4
curve_6,17.8
curve_6,17.7
curve_6,17.7
curve_6,17.8
curve_6,17.6
curve_6,17.3
curve_6,16.9
curve_6,16.6
curve_6,16.3
curve_6,15.8
curve_6,15.5
curve_6,15.1
curve_6,14.8
curve_6,14.3
curve_6,13.9
curve_6,13.5
curve_6,13.3
curve_6,12.7
curve_6,12.5
curve_6,12.3
curve_6,11.9
curve_6,11.5
curve_6,11.2
curve_6,11.1
curve_6,10.7
curve_6,10.4
curve_6,10.3
curve_6,9.9
curve_6,9.7
curve_6,9.6
curve_6,9.2
curve_6,9.0
curve_6,8.7
curve_6,8.5
curve_6,8.4
curve_6,8.1
curve_6,7.9
curve_6,7.6
curve_6,7.6
curve_6,7.4
curve_6,7.1
curve_6,6.9
curve_6,6.8
curve_6,6.5
curve_6,6.3
curve_6,6.2
curve_6,6.0
curve_6,5.7
curve_6,5.6
curve_6,5.4
curve_6,5.1
curve_6,5.1
curve_6,4.9
curve_6,4.6
curve_6,4.5
curve_6,4.4
curve_6,4.1
curve_6,4.1
curve_6,4.0
curve_6,3.8
curve_6,3.6
curve_6,3.6
curve_6,3.4
curve_6,3.2
curve_6,3.2
curve_6,3.1
curve_6,2.8
curve_6,3.0
curve_6,3.0
curve_6,3.1
curve_6,2.9
curve_6,2.9
curve_6,3.0
curve_6,2.8
curve_6,2.8
curve_6,2.6
curve_6,2.5
curve_6,2.5
curve_6,2.5
curve_6,2.5
curve_6,2.3
curve_6,2.3
curve_6,2.3
curve_6,2.3
curve_6,2.4
curve_6,2.4
curve_6,2.3
curve_6,2.5
curve_6,2.4
curve_6,2.3
curve_6,2.4
curve_6,2.3
curve_6,2.3
curve_6,2.3
curve_6,2.3
curve_6,2.2
curve_6,2.3
curve_6,2.2
curve_6,2.3
curve_6,2.3
curve_6,2.3
curve_6,2.0
curve_6,2.3
curve_6,2.2
curve_6,2.3
curve_6,2.3
curve_6,2.3
curve_6,2.1
curve_6,2.3
curve_6,2.1
curve_6,2.2
curve_6,2.2
curve_6,2.0
curve_6,1.9
curve_6,2.0
curve_6,1.8
curve_6,1.8
curve_6,1.8
curve_6,2.0
curve_6,1.9
curve_6,1.9
curve_6,1.8
curve_6,1.7
curve_6,1.8
curve_6,1.8
curve_6,1.8
curve_6,1.9
curve_6,1.8
curve_6,1.8
curve_6,1.8
curve_6,1.8
curve_6,1.7
curve_6,1.8
curve_6,1.8
curve_6,1.7
curve_6,1.7
curve_6,1.6
curve_6,1.8
curve_6,1.7
curve_6,1.8
curve_6,1.8
curve_6,1.8
curve_6,1.8
curve_6,2.0
curve_6,2.0
curve_6,2.0
curve_6,2.0
curve_6,1.9
curve_6,2.0
curve_6,2.0
curve_6,1.9
curve_6,1.8
curve_6,1.9
curve_6,2.0
curve_6,2.0
curve_6,2.0
curve_6,2.0
curve_6,1.9
curve_6,2.0
curve_6,2.2
curve_6,2.0
curve_6,2.1
curve_6,2.2
curve_6,2.2
curve_6,2.2
curve_6,2.2
curve_6,2.3
curve_6,2.1
curve_6,2.2
curve_6,2.3
curve_6,2.2
curve_6,2.3
curve_6,2.3
curve_6,2.6
curve_6,2.5
curve_6,2.5
curve_6,2.5
curve_6,2.6
curve_6,2.5
curve_6,2.7
curve_6,2.8
curve_6,2.8
curve_6,2.8
curve_6,2.9
curve_6,3.0
curve_6,3.1
curve_6,3.3
curve_6,3.3
curve_6,3.3
curve_6,3.6
curve_6,3.6
curve_6,3.5
curve_6,3.5
curve_6,3.5
curve_6,3.7
curve_6,3.8
curve_6,3.8
curve_6,3.9
curve_6,4.0
curve_6,4.1
curve_6,4.1
curve_6,4.2
curve_6,4.5
curve_6,4.4
curve_6,4.5
curve_6,4.5
curve_6,4.5
curve_6,4.6
curve_6,4.7
curve_6,4.8
curve_6,4.8
curve_6,4.8
curve_6,5.1
curve_6,5.0
curve_6,5.1
curve_6,5.1
curve_6,5.4
curve_6,5.4
curve_6,5.4
curve_6,5.4
curve_6,5.6
curve_6,5.6
curve_6,5.8
curve_6,5.9
curve_6,6.1
curve_6,6.2
curve_6,6.3
curve_6,6.4
curve_6,6.8
curve_6,6.7
curve_6,6.7
curve_6,6.6
curve_6,6.7
curve_6,7.1
curve_6,6.9
curve_6,6.9
curve_6,7.1
curve_6,7.1
curve_6,7.3
curve_6,7.2
curve_6,7.4
curve_6,7.4
curve_6,7.4
curve_6,7.6
curve_6,7.6
curve_6,7.8
curve_6,7.9
curve_6,8.0
curve_6,8.2
curve_6,8.2
curve_6,8.2
curve_6,8.4
curve_6,8.4
curve_6,8.2
curve_6,8.3
curve_6,8.3
curve_6,8.5
curve_6,8.4
curve_6,8.4
curve_6,8.6
curve_6,8.8
curve_6,9.0
curve_6,9.1
curve_6,9.3
curve_6,9.4
curve_6,9.6
curve_6,9.9
curve_6,10.1
curve_6,10.1
curve_6,10.1
curve_6,10.2
curve_6,0.8
curve_6,1.3
curve_7,0.2
curve_7,0.3
curve_7,0.0
curve_7,0.2
curve_7,0.2
curve_7,0.2
curve_7,0.0
curve_7,0.3
curve_7,0.0
curve_7,0.3
curve_7,0.1
curve_7,0.3
curve_7,0.1
curve_7,0.3
curve_7,0.2
curve_7,0.1
curve_7,0.2
curve_7,0.2
curve_7,0.3
curve_7,0.3
curve_7,0.0
curve_7,0.1
curve_7,0.0
curve_7,0.2
curve_7,0.3
curve_7,0.1
curve_7,0.0
curve_7,0.0
curve_7,0.2
curve_7,0.2
curve_7,0.3
curve_7,0.0
curve_7,0.0
curve_7,0.1
curve_7,0.2
curve_7,0.2
curve_7,0.0
curve_7,0.3
curve_7,0.1
curve_7,0.2
curve_7,0.3
curve_7,0.1
curve_7,0.2
curve_7,0.1
curve_7,0.1
curve_7,0.2
curve_7,0.2
curve_7,0.2
curve_7,0.0
curve_7,0.2
curve_7,0.2
curve_7,0.1
curve_7,0.3
curve_7,0.3
curve_7,0.2
curve_7,0.3
curve_7,0.1
curve_7,0.3
curve_7,0.3
curve_7,0.0
curve_7,0.3
curve_7,0.3
curve_7,0.2
curve_7,0.0
curve_7,0.2
curve_7,0.2
curve_7,0.1
curve_7,0.1
curve_7,0.2
curve_7,0.1
curve_7,0.1
curve_7,0.2
curve_7,0.3
curve_7,0.1
curve_7,0.1
curve_7,0.1
curve_7,0.1
curve_7,0.1
curve_7,0.2
curve_7,0.1
curve_7,0.2
curve_7,0.3
curve_7,0.3
curve_7,0.2
curve_7,0.2
curve_7,0.3
curve_7,0.3
curve_7,0.3
curve_7,0.3
curve_7,0.2
curve_7,0.1
curve_7,0.3
curve_7,0.2
curve_7,0.2
curve_7,0.1
curve_7,0.4
curve_7,0.3
curve_7,0.4
curve_7,0.5
curve_7,0.4
curve_7,0.3
curve_7,0.5
curve_7,0.4
curve_7,0.4
curve_7,0.4
curve_7,0.4
curve_7,0.4
curve_7,0.4
